id,description
23,"Do liên quan hai vụ án cố ý làm trái quy định về quản lý kinh tế, ngày 8/12 ông Đinh La Thăng bị bắt, khởi tố."
24,"Nếu đăng ký vào 3 nhóm trường có điểm chuẩn bằng, cao hoặc thấp hơn năm ngoái một chút, thí sinh không cần điều chỉnh nguyện vọng xét tuyển."
25,"Đại học Sư phạm TP HCM vừa công bố điểm trúng tuyển đợt hai, mức cao nhất là ngành Sinh học 26."
26,"Bà Trang Phố Núi bị cáo buộc giúp ông Danh huy động tiền nhiều khách hàng lớn, gây thất thoát hàng nghìn tỷ đồng cho ngân hàng VNCB ."
27,"Sau gần một năm yêu đương đồng tính, Nhựt dụ anh này vào khu vực vắng ở quận 2 tâm sự rồi cứa cổ, cướp xe SH."
28,"Tự ý lập hồ sơ nâng lương trước thời hạn cho 10 giáo viên, nữ kế toán trường học ở Nghệ An chiếm đoạt tiền chênh lệch."
29,Mức nhiệt xuống thấp trong đợt lạnh kỷ lục khiến đỉnh núi Washington trở thành một trong những nơi lạnh nhất trên Trái Đất.
30,Lãnh đạo Hà Nội đang chỉ đạo cơ quan chức năng xây dựng đề án thí điểm quản lý theo mô hình chính quyền đô thị trong khu vực các
31,"Ngoại trưởng Anh Boris Johnson đánh giá nước đào của Fukushima, Nhật Bản ""rất ngon"" trước khi uống cạn."
32,Chú chó Storm trở thành anh hùng trên mạng xã hội Mỹ sau hành động cứu hươu con đuối nước.
33,"Trong 4 học sinh Việt Nam giành huy chương vàng Olympic Toán châu Á - Thái Bình Dương có một em đứng trong top 10, sau 3 thí sinh nước"
34,"Các từ có đuôi kết thúc bằng âm vô thanh như /p/, /f/, /k/... khi thêm ""ed"" sẽ đọc thành /t/."
35,Người đàn ông ở Ninh Bình mua hai con hổ nặng 500kg với giá 850 triệu đồng để nấu cao bán.
36,Đây là mùa băng trôi lớn thứ 4 liên tiếp với số lượng băng trôi rất lớn tiến vào khu vực tàu thuyền qua lại ở Bắc Đại Tây Dương.
37,Hải cẩu lông nâu bắt một con bạch tuộc lớn và phải đập qua đập lại con mồi thật mạnh để có thể ăn được.
38,"Không khí lạnh tăng cường tràn về ngày 31/12 khiến miền Bắc và bắc miền Trung có mưa, nhiệt độ giảm. Miền Nam trời đẹp, không quá 33 độ."
39,Huỳnh Thị Huyền Như bị cáo buộc tự huy động vốn để chiếm đoạt gần 1.100 tỷ đồng của năm công ty để trả nợ cá nhân.
40,Lửa bốc nghi ngút trên ngọn núi Bài Thơ ở độ cao hơn 100m suốt nhiều tiếng vẫn chưa dứt.
41,"Ngày 3/1, Công an TP Hà Nội đã tìm thấy thi thể ông Nguyễn Hồng Lâm trong tư thế treo cổ tại nhà riêng ở ngõ 279, phố Hoàng Mai."
42,"Sử dụng tiền xử phạt vi phạm hành chính, mua quà biếu chưa đúng quy định, trưởng công an thị xã ở Sóc Trăng bị đề nghị kỷ luật."
43,Dòng nước phun ra tới tấp từ vòi voi không đủ khiến bầy chó hoang hoảng sợ và thôi làm phiền con voi đực đang nổi cơn thịnh nộ.
44,"Điều tra những người có thói quen công việc sử dụng nút thắt kiểu ""ghế đơn"", cảnh sát Trung Quốc lần ra kẻ siết cổ người tình, vứt xác phi"
45,Một nhà khoa học Australia nhận định tất cả những vụ biến mất bí ẩn ở tam giác quỷ Bermuda đều xuất phát từ lỗi của con người.
46,Đứa bé bị bánh xe container cán lên áo.
47,"Ông Surin Pitsuwan, người từng giữ chức ngoại trưởng Thái Lan và tổng thư ký ASEAN, qua đời ở tuổi 68 vì nhồi máu cơ tim."
48,Đàn gián hàng nghìn con di chuyển đến một địa điểm an toàn hơn trước khi siêu bão Hato đổ bộ.
49,"Ngoài hành vi tiết lộ bí mật nhà nước, doanh nhân Phan Văn Anh Vũ (Vũ ""Nhôm"") còn bị điều tra một số sai phạm khác."
50,"Ông hàng xóm 51 tuổi dùng mỳ tôm để dụ bé gái sang nhà mình, giở trò đồi bại trong buồng ngủ."
51,"Thiên tài Albert Einstein sinh ra vào ngày 14/3, ngày kỷ niệm số Pi. Bạn hãy thử khả năng nghe hiểu của mình."
52,Kết quả kiểm tra môi trường và an ninh trật tự tại Khu liên hợp xử lý chất thải Đa Phước phải báo cáo với UBND TP HCM sau 7
53,Giao tranh nổ ra ở biên giới Syria khi Thổ Nhĩ Kỳ phát động chiến dịch quân sự nhắm vào dân quân người Kurd do Mỹ hậu thuẫn.
54,"Các hoạt động hàng ngày như đến trường, tắm rửa, làm bài tập... trong tiếng Anh được diễn đạt lần lượt là ""Go to school"", ""Take a shower"", ""Do homework""."
55,"Trinh Trần hì hụi suốt 5 tiếng để dọn tuyết trước nhà, trong khi Jimmy Lương phải ngủ lại khách sạn gần công ty vì di chuyển khó khăn."
56,Đôi lúc tư duy thông thường lại cản trở bạn tìm ra đáp án của những câu đố đơn giản.
57,"Cuộc biểu tình bạo lực diễn ra ngoài đại sứ quán Mỹ tại Beirut, Lebanon, khiến lực lượng an ninh phải dùng vòi rồng và hơi cay."
58,"Những mẫu câu giao tiếp thông dụng dưới đây sẽ giúp bạn dễ dàng hơn trong khâu làm thủ tục check in, check out khi ở khách sạn nước ngoài."
59,"Một xe máy phát nổ tại khu chợ ở thành phố Yala, miền nam Thái Lan, làm ba người chết, 19 người bị thương."
60,Làm cách nào để phân biệt đâu là chuối sáp dẻo và đâu là chuối thường? (Lê Minh Anh)
61,Một thành viên của đội tuyển thi Olympic Toán và Khoa học quốc tế 2017 vào tháng 11 tới đã phải nhờ giáo viên giải bài toán này.
62,"Đối với đoạn văn nghị luận khoảng 200 chữ, điều cơ bản đầu tiên thí sinh cần ghi nhớ là không được ngắt xuống dòng."
63,"Hai tàu khu trục mới của Nhật sẽ được lắp hệ thống Aegis cải tiến, cho phép chia sẻ dữ liệu mục tiêu để tăng khả năng đánh chặn."
64,VKSND Tối cao đã hủy quyết định khởi tố bị can với ông Phí Thái Bình (nguyên phó chủ tịch UBND Hà Nội) và sáu người khác.
65,Hành khách mắc kẹt tại sân bay ở New York đối mặt thêm khó khăn khi hành lý của họ bị ướt do một nhà ga bị ngập nước.
66,"Ngày và đêm nay, không khí lạnh tiếp tục ảnh hưởng đến các nơi khác ở Bắc Bộ và Bắc Trung Bộ."
67,"Chương trình MBA của Đại học Bolton, Anh Quốc tại Việt Nam định hướng đào tạo các nhà quản lý đáp ứng yêu cầu nhiều ngành nghề khác nhau."
68,"Việc tập trung vào cuộc sống cá nhân của ""cậu bé tóc băng"" bị cho là nhằm đánh lạc hướng dư luận khỏi vấn đề cốt lõi về trẻ em"
69,Nikon tổ chức cuộc thi thường niên lần thứ 43 nhằm tìm kiếm những bức ảnh đẹp nhất chụp dưới độ phóng đại của kính hiển vi.
70,"Cuộc thi Summer Stars 2017 thu hút hơn 31.000 người tham gia và kết thúc vòng sơ kết, 3.448 học viên xuất sắc lọt vào vòng tiếp theo."
71,Con cá sấu kéo theo một nửa thân đồng loại đi ngược dòng trên sông Australia để ăn thịt.
72,"Người Ai Cập sử dụng quy trình công phu, tỉ mỉ với nhiều vật liệu để xử lý thi thể, giúp bảo quản xác ướp nguyên vẹn hàng nghìn năm."
73,"Tổng thống Trump sáng tạo ra F-52, loại máy bay Mỹ chưa bao giờ sản xuất, khi hoan nghênh việc bán những chiếc F-35 cho Na Uy."
74,"Học viện Quân y có 2.500 hồ sơ đăng ký sơ tuyển, chỉ tiêu là 238; Học viện Kỹ thuật quân sự có 3.600 em sơ tuyển, chỉ tiêu 488."
75,Các nhà khoa học phát triển một công nghệ mới để chế tạo áo tàng hình giống như trong phim khoa học viễn tưởng.
76,"Cho nữ nhân viên thôi việc nhưng người này không đồng ý dẫn đến mâu thuẫn, ông chủ hãng nước đá ở Cần Thơ móc súng dọa bắn."
77,"Khi hoàn tất dữ liệu quốc gia về dân cư, Bộ Công an sẽ quản lý cư trú bằng ""sổ hộ khẩu điện tử"" thông qua mã số định danh"
78,Cô gái miền Tây cùng người đàn ông Thái Lan tuồn ma túy về nước giao cho đầu mối phân phối ở TP HCM và các tỉnh lân cận.
79,"Tham gia Diễn đàn tiếng nói tương lai 2017, thanh niên APEC đã có trải nghiệm đáng nhớ khi tự tay làm đèn lồng ở phố cổ Hội An (Quảng"
80,"Người thân của 10 nạn nhân xấu số chỉ mong có một túp lều để lo hậu sự, tránh khỏi mưa gió."
81,500 triệu ống hút nhựa thải ra trong một ngày ở Mỹ đủ xếp hai vòng quanh địa cầu hoặc đổ đầy 125 chiếc xe buýt chở học sinh.
82,Sau hơn hai tiếng đọc bản án các bị cáo trong vụ án liên quan PVN và PVC đã lĩnh mức án từ tù treo tới chung thân với tội
83,"Khi xảy ra những điều xấu, bạn nên thông báo tới người khác theo cách khiến họ cảm thấy an ủi nhất."
84,"Mặt trận tổ quốc Việt Nam đề nghị các cơ quan Nhà nước tinh gọn bộ máy, dựa vào dân mới phòng chống tham nhũng hiệu quả."
85,"Các tàu khu trục lớp Zumwalt của Mỹ sẽ được nâng cấp, tập trung vào vai trò chống tàu chiến đối phương thay vì tấn công mặt đất."
86,"Để nói về một ai đó rất thích ăn đồ ngọt, bạn có thể diễn đạt: ""He has a sweet tooth""."
87,"Ông là thương nhân nổi tiếng của Hà Nội những năn cuối thế kỷ 19, đầu 20, sở hữu đội tàu chạy khắp tuyến đường sông trong và ngoài nước."
88,Lần đầu tiên bản gốc “Đường Kách Mệnh” được Bảo tàng Lịch sử quốc gia đưa ra giới thiệu rộng rãi tới công chúng.
89,"Người dân TP Mỹ Tho (Tiền Giang) nuôi ngựa kéo xe phục vụ khách du lịch, thu nhập khoảng 20 triệu mỗi tháng."
90,"Nhà chức trách Đức đã kiểm soát được gói đồ bị nghi là bom tự chế, sau khi sơ tán khu vực rộng lớn gần Berlin."
91,"Qua vòng tuyển chọn khắt khe, các cô gái 9x được rèn luyện khắc nghiệt để trở thành những ""bông hoa thép"" của Bộ Công an."
92,Cục được nâng cấp từ Trung tâm Gìn giữ hòa bình Việt Nam với mục tiêu phát triển hoạt động gìn giữ hòa bình Liên Hợp Quốc.
93,"Thương bị cáo buộc đẩy mẹ chồng 59 tuổi ra khỏi phòng khiến bà ngã cầu thang, tử vong tại chỗ."
94,Kích thước và trọng lượng khổng lồ của rắn cổ đại Titanoboa khiến chúng dễ dàng siết chết cá sấu để ăn thịt.
95,Nếu nhiều đại học tốp đầu như Ngoại thương có tỷ lệ chọi khoảng 5 lấy 1 thì một số trường THPT có mức cạnh tranh gay gắt hơn nhiều.
96,"20 quyết định và 10 mẫu biên bản xử phạt vi phạm trong lĩnh vực giao thông sẽ áp dụng theo quy định mới, từ ngày 1/12."
97,Cá chó tưởng như nắm chắc phần thắng khi nhiều lần kéo chim lặn chìm xuống nước nhưng cuối cùng nó vẫn để vuột con mồi to.
98,"Đang trên đường xuống miền Tây, ôtô chở giám đốc ở TP HCM bị nhóm người lạ mặt ép xe, xịt hơi cay, phóng hỏa khiến 3 người bỏng nặng."
99,"Không khí lạnh tăng cường mạnh vào ngày mai khiến rét đậm, rét hại ở miền Bắc và bắc miền Trung sẽ duy trì đến giữa tuần sau."
100,"9h sáng nay lễ đón chính thức Tổng thống Mỹ Trump diễn ra trang trọng tại Phủ chủ tịch, dưới trời mưa nhẹ."
101,Các nhà khoa học ở Đại học Công nghệ Munich phát triển mẫu xe dành cho châu Phi có thể chạy liên tục cả ngày nhờ năng lượng Mặt Trời.
102,"Gây gổ vì chuyện đi vệ sinh trong quán nhậu, nhóm thanh niên ở TP HCM chém 2 người bị thương, một người thiệt mạng."
103,Ngoại trưởng Mỹ cho biết tên lửa Hwasong-15 Triều Tiên phóng lên năm ngoái bay qua khu vực có nhiều phi cơ chở khách hoạt động.
104,Đám cháy bùng lên trong ngôi nhà nằm sâu ở phố cổ Hà Nội khiến hai người chết.
105,"Do mâu thuẫn từ trước, Hai xông vào cửa hàng dùng dao đâm chết nữ chủ quán ăn nhanh ở Thái Nguyên rồi chốt cửa tự sát."
106,"Nhiều bạn nghĩ lập dàn ý là bước thừa và mất thời gian, nhưng thực tế nó không thể thiếu khi làm Writing Task 2."
107,"Sau khi nghỉ việc, nữ hiệu trưởng cùng gia đình thực hiện chuyến đi kéo dài một năm, dạy con theo cách phi truyền thống."
108,"Video Tổng thống Pháp tập nói câu ""Khiến hành tinh chúng ta vĩ đại trở lại"" bằng tiếng Trung khiến người dùng mạng của đất nước tỷ dân phát ""sốt""."
109,"Thượng tướng Phòng Phong Huy, cựu tổng tham mưu trưởng quân đội Trung Quốc bị điều tra vì tình nghi tham nhũng."
110,Cá nhân có mức thưởng Tết nguyên đán cao nhất cả nước đến từ một doanh nghiệp dân doanh tại TP HCM .
111,"Ngoài các yêu cầu của trường, bạn chỉ nên bổ sung những tài liệu có thể giúp bạn ghi điểm về tài năng, năng khiếu của mình."
112,Cơ quai hàm co lại khi căng thẳng là nguyên nhân khiến chúng ta rất khó lấy một chiếc bóng đèn ra khỏi miệng.
113,Xếp sẵn quần áo các ngày trong tuần lên giá treo đồ là cách thông minh để tiết kiệm thời gian.
114,"Tại một nhà trọ, công an Đà Nẵng phát hiện cụ ông 85 tuổi có hành vi mua dâm."
115,Những học sinh của thôn Ngòi Thìu (Yên Bái) vào mùa nước lên thường tự chèo thuyền đến trường dù gặp khó khăn nguy hiểm.
116,Ông Tạ Bá Long và cấp phó Đoàn Văn An bị cáo buộc đã rút 3.900 tỷ đồng của ngân hàng cho các công ty “sân sau” vay khiến gây
117,"Đây là tỉnh miền Trung, sở hữu di sản thiên nhiên thế giới, thu hút hàng triệu lượt du khách trong và ngoài nước."
118,"Sau phản ứng quyết liệt, nhiều tiểu thương đã cam kết sẽ thực hiện đề án truy xuất nguồn gốc heo trong vòng 3 - 5 ngày."
119,Xác định quy luật của các chữ số trong hình dưới đây để tìm ra dấu chấm hỏi.
120,"Một luồng ý kiến ủng hộ tách hai kỳ thi để tuyển người tài vào đại học, luồng khác cho rằng thi chung giảm áp lực, tiết kiệm kinh phí."
121,"Hơn hai năm làm bảo vệ dân phố Giang luôn lễ phép, hồ sơ không thể hiện bệnh, không có tên trong danh sách người bị tâm thần do Trạm"
122,Đội tiền trạm của Triều Tiên sẽ đến Hàn Quốc vào ngày mai để khảo sát địa điểm cho các tiết mục biểu diễn của đoàn văn công.
123,Iran kêu gọi cộng đồng quốc tế chuẩn bị cho khả năng Mỹ sẽ rút khỏi thỏa thuận hạt nhân đạt được năm 2015.
124,"Một trung tâm thể hình tại thành phố Jecheon, miền nam Hàn Quốc, bốc cháy, khiến ít nhất 29 người thiệt mạng."
125,"Bà giúp việc nhận ""vỗ"" vài cái hơi quá đà nhưng không để lại thương tích nên Công an Vinh không xử phạt."
126,"Dù bị khởi tố, truy tố theo tội Tham ô tại Bộ luật Hình sự 1999 nhưng khi tuyên án, HĐXX đã áp dụng tội Tham ô ở Bộ luật"
127,"Những dụng cụ dùng trong kỳ thi THPT quốc gia như máy tính, bút được sĩ tử Huế đặt trước tượng Phật để cầu may mắn."
128,Trung Quốc trao công hàm phản đối sau khi Tổng thống Trump ký đạo luật mở đường cho các chuyến thăm Đài Loan của tàu hải quân Mỹ.
129,"Sáng 21/12, áp thấp nhiệt đới mới đã mạnh lên thành bão với tên quốc tế Tembin đang hướng vào biển Đông."
130,"Hai người chết, bảy ngôi nhà sập hoàn toàn, hàng chục nhà trong bán kính 1,5 km bị đổ tường, tốc mái, vỡ kính, đồ đạc hư hỏng nặng."
131,"Thấy cảnh sát ập vào kiểm tra quán bar lớn nhất Đồng Nai, nhiều người đang lắc lư trong tiếng nhạc chát chúa liền vứt ma túy xuống sàn phi"
132,"Mỹ, Trung Quốc đang thảo luận và có thể sớm đưa ra dự thảo nghị quyết Liên Hợp Quốc trừng phạt Triều Tiên về vụ thử tên lửa tháng 11."
133,Cảnh sát Hàn Quốc đang điều tra vụ việc một người đàn ông treo cổ tự tử tại Tổng Lãnh sự quán Nhật Bản tại Busan.
134,"Hệ thống đệm từ sẽ giúp các phương tiện giao thông ở Denver, Colorado, Mỹ, đạt tốc độ trên 300 km/h trong 5 năm tới."
135,"Tác động của không khí lạnh có thể khiến Haikui đang từ hướng tây bắc, bẻ quặt hướng tây nam, đồng thời suy yếu trên biển."
136,"Thấy hai thanh niên rồ ga lao xe máy vào trường học ở Thái Bình, bảo vệ ra ngăn chặn liền bị đâm thủng bụng."
137,"Năm 2017 đánh dấu nhiều phát hiện đột phá trong các lĩnh vực vật lý, khảo cổ, thiên văn, sinh học, tạo nên những thành tựu khoa học nổi bật."
138,"Phi công trên chiếc C-2A Greyhound rơi ngoài khơi đảo Okinawa được khen ngợi vì cú hạ cánh khẩn cấp thành công, giúp 8 người kịp sơ tán."
139,"Nhà chức trách Singapore đang xem xét các cáo buộc với 11 người đánh cắp dầu của hãng Shell, trong đó có hai người Việt Nam."
140,"Chỉ có giáo viên và học sinh mới ""thấu cảm"" được nỗi nhọc nhằn khi tiếp cận với tác phẩm sử dụng quá nhiều điển tích, điển cố."
141,Chủ cửa hàng trực tuyến trên Taobao đã vượt quãng đường hàng trăm km tới tỉnh Hà Nam để đánh một nữ khách hàng khiếu nại mình.
142,"Bị cảnh sát tỉnh Bình Dương dừng xe kiểm tra, nam thanh niên không đội mũ bảo hiểm cầm dao chống trả rồi nhảy xuống sông Sài Gòn lẩn trốn."
143,"Hầu hết thí sinh bị đình chỉ vì mang điện thoại vào phòng thi, có một trường hợp thi hộ."
144,"Lĩnh án 3 năm vì âm mưu đốt nhà bà Hiền, Hiếu tiếp tục gây sự, chém vào bả vai giết chết bà này."
145,"Đề án đào tạo 23.000 tiến sĩ không đạt mục tiêu, Kiểm toán nhà nước kiến nghị Bộ Giáo dục thu hồi, nộp ngân sách hơn 53 tỷ đồng."
146,Nghệ nhân cây cảnh ở TP HCM đã kỳ công chọn loài hoa mẫu đơn để tạo hình độc đáo vào dịp Tết Nguyên đán năm nay.
147,Sinh viên ngành Công nghệ kiến trúc và quản lý xây dựng có cơ hội nhận học bổng  đến 20% học phí (15 triệu đồng).
148,10.000 phiến quân Syria do Thổ Nhĩ Kỳ hỗ trợ tuyên bố sẵn sàng giao chiến với quân Mỹ trong chiến dịch tấn công thành phố Manbij.
149,"Trời mưa, giáo viên trường THCS bán trú Pá Mỳ (Mường Nhé, Điện Biên) dùng xích sắt cuốn vào bánh xe để lên bản vận động học sinh đi học."
150,Một kỹ sư từng làm việc cho NASA áp dụng hiệu ứng tầng sôi để tạo ra bồn tắm nước nóng bằng cát trong video gây sốt mạng xã hội.
151,Khoảng 7 triệu hộ gia đình ở Mỹ có thể rơi vào cảnh mất điện trong thời gian diễn ra nhật thực toàn phần vào hôm 21/8.
152,Hình ảnh người lao công tuổi trung niên cõng từng sinh viên qua vũng nước mưa khiến cộng đồng bức xúc.
153,"Trường lên mạng Internet tìm, kết nối với một phụ nữ mua ôtô rồi tự xưng cảnh sát chống buôn lậu để cướp tiền..."
154,"Cây sộp có đường kính gốc cả mét ở vùng ngoại ô TP HCM đang vào mùa thay lá, trổ trái chi chít trên cành."
155,Ngoại trưởng Guatemala khẳng định kế hoạch chuyển đại sứ quán của nước này tại Israel từ Tel Aviv đến Jerusalem sẽ không bị đảo ngược.
156,"Dù được hỗ trợ bằng công nghệ đặc biệt, Michael Phelps vẫn về đích kém hai giây so với cá mập trắng."
157,"Tôi phải làm sao khi bận việc gia đình muốn xin nghỉ hai tháng song chỉ sợ sếp ""cho nghỉ mãi mãi""? (Lê Bảo Anh)"
158,"Dưới đây là những từ vựng tiếng Anh liên quan đến các địa danh như Tam Cốc, Mộc Châu, Tây Bắc, Phú Quốc..."
159,"Sau bài kiểm tra IQ, 10 học sinh cùng một trường được kết luận có chỉ số thông minh của thiên tài, thậm chí cao hơn Albert Einstein."
160,"Thấy bạn bị chém trọng thương, những người bạn tập hợp đi trên 20 taxi mang theo vũ khí đến trả thù."
161,"Ấn đồng có khắc chữ ""Tả quân chi ấn"" được người dân phát hiện ở Huế năm 1981."
162,Bài toán liên quan đến số dân của một thị trấn sau 20 năm dành cho học sinh lớp 10 liệu có làm khó bạn?
163,Nữ hoàng Elizabeth II và Hoàng thân Philip sắp kỷ niệm 70 năm ngày cưới vào 20/11 tới.
164,"Với mái tóc ngang vai phong cách và biểu cảm linh hoạt trước ống kính, robot Sophia trông như một người mẫu thứ thiệt trên bìa tạp chí thời trang."
165,Nhật chỉ trích quân đội Mỹ vì vi phạm cam kết không để trực thăng quân sự bay qua trường học cạnh căn cứ của lực lượng này ở Okinawa.
166,"Cây rút tiền tại thị xã Cửa Lò (Nghệ An) chỉ còn trơ khung sắt, cửa kính và tường xung quanh vỡ nát sau tiếng nổ rạng sáng nay."
167,Đại học Bắc Kinh và Đại học Quốc gia Singapore là hai đại diện châu Á góp mặt trong top 10 do THE bình chọn.
168,"Bột protein, maltodextrin và nha maltose là ba sản phẩm vừa được sản xuất thành công từ gạo bằng công nghệ enzyme."
169,"Quy định mỗi lớp tiểu học không quá 35 em, nhưng quận Cầu Giấy có 11 trường công lập bình quân 56 em mỗi lớp, có lớp 60-65 học sinh."
170,22 hành khách và ba thành viên tổ bay sống sót thần kỳ khi máy bay chở họ rơi ngay sau lúc cất cánh ở phía tây Canada.
171,"Hội đồng trị sự Nguyễn Phước Tộc yêu cầu Công ty Chuỗi Giá Trị phục hồi nguyên trạng lăng bà tài nhân họ Lê, vợ vua Tự Đức."
172,"Chủ nhân chú chó thả con vật tự do chạy trên sông, lớp băng không may vỡ ra khiến con vật rơi xuống nước lạnh."
173,"Tự tin giao tiếp tiếng Anh là điểm cộng giúp bạn có nhiều cơ hội làm việc tại công ty nước ngoài, dễ thăng tiến, lương cao..."
174,"Ở tuổi gần 70, những lão nông vùng sông nước An Giang hằng ngày chia nhau túc trực, giúp đỡ những người gặp nạn trên sông."
175,Đàn cá mập xanh đông đảo vây kín quanh xác cá voi minke để chia nhau những phần thịt bị cá voi sát thủ bỏ lại.
176,Các nhà nghiên cứu Trung Quốc đang phát triển máy bay không gian vận chuyển người và hàng hóa vào vũ trụ có thể sử dụng nhiều lần.
177,"Tàu thăm dò vũ trụ Cassini đã bay quãng đường hơn 3,4 tỷ km trong suốt hành trình 20 năm khám phá vũ trụ của mình."
178,"Nhiều phụ huynh, học sinh đồng ý bỏ cộng điểm khuyến khích để cuộc thi vào lớp 10 công bằng hơn, nhưng không ít người cho rằng nên để."
179,Hình ảnh mật ong và chiếc lược khiến bạn liên tưởng đến từ nào trong tiếng Anh? Hãy ôn luyện từ vựng bằng bài tập dưới đây.
180,"Phi cơ chở 5 triệu USD hàng hóa cứu trợ các tỉnh bị bão Damrey ở Việt Nam đáp xuống sân bay Cam Ranh (Khánh Hòa), rạng sáng 9/11."
181,"McKinley có diện tích hơn 5.000 m2, là cơ sở thử nghiệm khả năng chống chịu của nhiều loại phương tiện trong các điều kiện khí hậu khắc nghiệt nhất."
182,"Sở hữu mái tóc nâu tự nhiên, nữ sinh bị bắt nhuộm đen để phù hợp với quy định của trường."
183,Tổng thống Trump kể bà Melania từng đóng quảng cáo có sự xuất hiện của nhân vật nhà khoa học điên khi chưa trở thành đệ nhất phu nhân.
184,"Putin ôm báo con, lái xe phân khối lớn trong ảnh bộ lịch 2018 in thành 8 thứ tiếng đang bán trên Ebay."
185,Dương to tiếng khi anh Hùng làm gián đoạn cuộc cãi nhau của mình tới nhân viên thu ngân nên lập tức ẩu đả.
186,Nghị sĩ Nga cho rằng Ukraine âm mưu tấn công Crimea nhằm mục đích kích động các lực lượng chống đối Nga tại bán đảo này.
187,"Sau trận hành hung, nhóm Dũng đã tưới xăng lên người Thắng, giơ bật lửa doạ đốt và sơ ý gây cháy."
188,"Phát hiện đôi trai gái tâm sự trong phòng khách sạn nhưng quên khóa cửa, Đức lẻn vào lấy cắp chìa khóa ôtô, tài sản trị giá hơn 800 triệu."
189,"Bà Lý nói đã ""quá tay"" khi dỗ đứa trẻ quấy khóc, song tố cáo rằng bị gia chủ đánh nên hoảng sợ phải thừa nhận đã bạo hành."
190,"Phóng viên trong nước và quốc tế tác nghiệp APEC Đà Nẵng sẽ được phục vụ ăn uống miễn phí, mạng wifi, đường truyền và bàn ghế làm việc tiện"
191,"Hơn 10 năm phụ mẹ nhặt ve chai khắp Sài Gòn, Duy vẫn đạt thành tích học tập cao và được 27,7 điểm kỳ thi THPT quốc gia."
192,"Nhắm vào phụ nữ nghe điện thoại khi đi xe máy, nhóm thanh niên tấn công bằng bình xịt hơi cay."
193,"Sau hai đợt mưa lũ liên tiếp, vàng sa khoáng trôi xuống, người dân miền núi Quảng Nam mang đồ nghề ra sông bới đất đá tìm kiếm vận may."
